ID,record,uid,date,time,status,Survey_start,Survey_end,vqtable1r0,vqtable1r1,vqtable1r2,vqtable2r0,vqtable2r1,vqtable3r0,vqtable3r1,vqtable3r2,vqtable3r3,vqtable3r4,vqtable3r5,vqtable3r6,vqtable3r7,vqtable3r8,vqtable4r0,vqtable4r1,vqtable5r0,vqtable5r1,vqtable5r2,vqtable5r3,vqtable5r4,vqtable5r5,vqtable6r0,vqtable6r1,vqtable7r0,vterm
735,824,ypd5hk69dgl6syl8,08/15/2024,11PM,1,44:56.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
736,825,o6c8n9efi1aeaq0s,08/15/2024,11PM,3,45:13.3,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,
737,826,1b6681kvn0m45dn7,08/15/2024,11PM,3,45:22.8,,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,
738,827,zexhz0d47qak0nvl,08/15/2024,11PM,1,45:38.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
739,828,qzca7ffnbelwyq6d,08/15/2024,11PM,1,46:08.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
740,829,xfm1hy51f9k0td11,08/15/2024,11PM,1,46:11.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
741,830,xfm1hy51f9k0td11,08/15/2024,11PM,4,46:12.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
742,831,d71wyzcix7abx2gv,08/15/2024,11PM,1,46:30.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
743,832,ttlt1hj9ng5vh5zf,08/15/2024,11PM,1,46:38.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
744,833,dz2s1cru7aytz0ah,08/15/2024,11PM,1,47:17.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
745,834,zm3bzcsaftmfcaf3,08/15/2024,11PM,2,47:20.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
746,835,opciu6wcbpa3kd3p,08/15/2024,11PM,3,47:41.7,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
747,836,oa5348ji40w2kzi8,08/15/2024,11PM,2,47:42.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
748,837,9j9nqxtnq0s5jtca,08/15/2024,11PM,3,47:44.4,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
749,838,q6tn5igodboj7o0v,08/15/2024,11PM,1,48:11.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
750,839,6nr0nwqvcgtik5fi,08/15/2024,11PM,1,48:35.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
751,840,mpjr10zo5y7wgv1f,08/15/2024,11PM,3,48:58.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
752,841,3qq7bwwzxs0p3ww8,08/15/2024,11PM,1,49:08.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
753,842,zimaoifvm0v2cr7d,08/15/2024,11PM,1,49:42.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
754,843,bz79dezp1ljpgrjp,08/15/2024,11PM,1,50:17.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
755,844,dg7waqlsdrfr5hhw,08/15/2024,11PM,2,50:36.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
756,845,ezbljcqcr3dk7s8b,08/15/2024,11PM,3,51:44.9,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
757,846,i5zy01ltinkh30ej,08/15/2024,11PM,1,51:58.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
758,847,a8237nofjqpdqo9a,08/15/2024,11PM,1,52:03.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
759,848,e8355rjfk58h8omn,08/15/2024,11PM,1,52:11.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
760,849,xkwwn5e8fxd0akka,08/15/2024,11PM,1,52:25.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
761,850,9e549nqyhcuqpjw0,08/15/2024,11PM,2,52:54.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
762,851,y62x6gh4rjrpmbxd,08/15/2024,11PM,1,53:56.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
763,852,pqdero4ibc7267d2,08/15/2024,11PM,1,54:17.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
764,853,m3o9s4ywy8f574sr,08/15/2024,11PM,2,54:18.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
765,854,4ouf7w3w0l9t686n,08/15/2024,11PM,1,54:27.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
766,855,oi3i8bg4ztpwmht8,08/15/2024,11PM,3,55:07.9,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
767,856,vntmzpibnstp59xh,08/15/2024,11PM,1,55:17.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
768,857,wggkz6s8ygo6sit5,08/15/2024,11PM,1,55:35.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
769,858,pz9ms79ku2ckllud,08/15/2024,11PM,2,55:37.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
770,859,6ssggta2mb1l2l61,08/15/2024,11PM,4,55:41.6,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Unspecified terminates
771,860,njewj21x9m0ey9jh,08/15/2024,11PM,2,55:52.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
772,861,4k6gqabydn10dg1c,08/15/2024,11PM,1,56:24.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
773,862,tb4fdmehk9q2b11z,08/15/2024,11PM,1,56:40.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
774,863,2k2lcpw5ts36i43d,08/15/2024,11PM,1,56:48.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
775,864,rsm0qzqj556a1klx,08/15/2024,11PM,1,56:56.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
776,865,zww9dgslfufm06ca,08/15/2024,11PM,1,57:00.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
777,866,uyicw6pvpb4951n9,08/15/2024,11PM,2,57:16.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
778,867,l2grg3jfi1wl8fn1,08/15/2024,11PM,1,57:24.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
779,868,065orlxjyal7t152,08/15/2024,11PM,1,57:27.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
780,869,xzx0gieg62rv34x9,08/15/2024,11PM,1,58:22.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
781,870,xesa1541a88e9qjz,08/15/2024,11PM,2,59:15.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
782,871,wtelrvd1dwo6x1z9,08/15/2024,11PM,2,59:29.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
783,872,a9ubsxmcdu6rdu1d,08/15/2024,11PM,1,00:48.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
784,873,m9pxnaobvfvzywjk,08/15/2024,11PM,1,00:54.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
785,874,6ssggta2mb1l2l61,08/15/2024,11PM,1,01:07.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
786,875,tohdpxdb9qo9m5uf,08/15/2024,11PM,1,01:37.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
787,876,9yabkewp3xrgswgv,08/15/2024,11PM,2,01:55.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
788,877,ci4vhzwi2la5iu0g,08/15/2024,11PM,2,03:18.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
789,878,a5gvgksdc7nwqrsp,08/15/2024,11PM,1,03:56.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
790,879,yj1c13hobm6f1z5b,08/15/2024,11PM,2,04:37.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
791,880,jsyqeuqx0fgwsv3i,08/15/2024,11PM,4,04:55.3,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Unspecified terminates
792,881,erx357i2za9fb5fj,08/15/2024,11PM,2,05:11.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
793,882,3a5v82n96pzmhyza,08/15/2024,11PM,1,05:17.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
794,883,7wtiu1htx0ugvcov,08/15/2024,11PM,2,05:41.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
795,884,2xh5v99xp4mzwzqw,08/15/2024,11PM,1,05:49.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
796,885,5iq9zyp3dg2dvq2v,08/15/2024,11PM,2,06:26.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
797,886,2t3l3stei4p47ns2,08/15/2024,11PM,1,06:48.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
798,887,oamsg0xxvgh9tup2,08/15/2024,11PM,1,07:21.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
799,888,2tevcg8zynpml2wk,08/15/2024,11PM,2,07:30.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
800,889,il6ktfzikoza7cef,08/15/2024,11PM,1,07:49.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
801,890,h1ekx8buxfbv3qtj,08/15/2024,11PM,2,08:16.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
802,891,u23qieccdm9yadoz,08/15/2024,11PM,2,08:48.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
803,892,ybpymhubw1d58zzj,08/15/2024,11PM,2,09:09.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
804,893,vmstub8pl8svkqtg,08/15/2024,11PM,1,09:28.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
805,894,ajlswgj57m6ydcot,08/15/2024,11PM,2,09:48.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
806,895,y9ajwo4jbrwn3xgk,08/15/2024,11PM,3,10:23.2,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,
807,896,iupfb1cx2d85zrfw,08/15/2024,11PM,1,10:52.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
808,897,85tp0jebacvby3t8,08/15/2024,11PM,1,10:59.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
809,898,cye092wavy9nx7a0,08/15/2024,11PM,1,11:10.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
810,899,it14wss5atgp72b0,08/15/2024,11PM,1,12:41.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
811,900,jsyqeuqx0fgwsv3i,08/15/2024,11PM,3,12:42.2,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
812,901,43teud1vlsv96pci,08/15/2024,11PM,2,13:42.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
813,902,fxrgbgzpo8ypjrwv,08/15/2024,11PM,2,15:18.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
814,903,om9negq6brhzrnpg,08/15/2024,11PM,2,15:50.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
815,904,ykji3vflcbk37al5,08/15/2024,11PM,1,15:57.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
816,905,noo17g4st2u7pk39,08/15/2024,11PM,2,16:06.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
817,906,8gn2npmfarkjrkoq,08/15/2024,11PM,1,16:38.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
818,907,uk6ot91fbk1f1bn4,08/15/2024,11PM,1,17:13.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
819,908,tjiypors7mq6eash,08/15/2024,11PM,1,17:21.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS1 Reside in Singapore
820,909,tjiypors7mq6eash,08/15/2024,11PM,4,17:23.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
821,910,q717rqjtbx9xzwh8,08/15/2024,11PM,3,17:36.3,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
822,911,40s4bfe49qe3b9ta,08/15/2024,11PM,2,17:51.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
823,912,yrfvlog3lbks53gu,08/15/2024,11PM,1,18:24.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
824,913,5166l3n79546gzqw,08/15/2024,11PM,1,19:23.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
825,914,y2stzowjatta9w1k,08/15/2024,11PM,3,20:20.1,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,
826,915,ua346jpds1p3n96o,08/15/2024,11PM,2,20:24.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
827,916,9xf7go2rno5dkz9o,08/15/2024,11PM,2,20:27.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
828,917,o4larvr5kcibrbdn,08/15/2024,11PM,1,20:33.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
829,918,rm02noeoz1xm0ovn,08/15/2024,11PM,1,21:02.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
830,919,0djipnblloo4ivwf,08/15/2024,11PM,2,22:10.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
831,920,xryya4cs8418yrha,08/15/2024,11PM,1,22:53.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
832,921,k3y51xvy6g1so449,08/15/2024,11PM,1,24:04.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
833,922,iynw9sw85k5v02wj,08/15/2024,11PM,1,24:37.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
834,923,er0saw35x5o545cl,08/15/2024,11PM,1,25:31.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
835,924,vslqchv8oumyv293,08/15/2024,11PM,2,25:48.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
836,925,pp7bofzh22i88pzj,08/15/2024,11PM,1,26:13.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
837,926,fywf0zp2puk1cr72,08/15/2024,11PM,1,26:21.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
838,927,6eznoi8pzi4qyap1,08/15/2024,11PM,2,27:03.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
839,928,1qbmlx0aokrggg00,08/15/2024,11PM,1,27:40.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
840,929,fe71fgt7oioyxca4,08/15/2024,11PM,4,27:56.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
841,930,fe71fgt7oioyxca4,08/15/2024,11PM,1,28:55.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
842,931,n6v49fv1mtynrn4t,08/15/2024,11PM,1,29:31.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
843,932,z7ze4o97b5l66rgt,08/15/2024,11PM,1,30:18.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
844,933,f7rae3zcx0brbk5k,08/15/2024,11PM,2,31:58.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
845,934,zhrc8ohvxmi3bt37,08/15/2024,11PM,2,31:59.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
846,935,wpel68t7iue3qdyz,08/15/2024,11PM,1,32:05.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
847,936,7sts7eva8bjd1zcw,08/15/2024,11PM,1,32:24.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
848,937,cp6hw5jz3rmnnb5q,08/16/2024,12AM,1,32:29.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
849,938,eaoco65ofszf4gg2,08/15/2024,11PM,1,32:35.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
850,939,ydkzlhtuson0236s,08/15/2024,11PM,1,33:06.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
851,940,fxibhzpn3xfloyee,08/15/2024,11PM,1,33:08.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
852,941,koa09n5gm84qpf8a,08/15/2024,11PM,1,33:22.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS5 Age
853,942,bw1vvps70eryg361,08/15/2024,11PM,1,33:54.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
854,943,3rihvzf1h7btum6p,08/15/2024,11PM,2,35:07.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
855,944,dp7c8fza1sipvd7y,08/15/2024,11PM,2,35:07.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
856,945,sknj8t5onn7bm0u7,08/15/2024,11PM,1,35:30.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
857,946,zv2cdlag98asf69v,08/15/2024,11PM,1,35:32.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
858,947,598bvk490b0xmxl8,08/15/2024,11PM,1,36:11.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
859,948,eu2i76v2cz2vh7bi,08/15/2024,11PM,1,37:11.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
860,949,2ywztds3v4r3vw64,08/15/2024,11PM,2,39:07.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
861,950,t42wkh7vs94ued40,08/15/2024,11PM,1,39:26.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
862,951,em2kcwq6p0lppmxh,08/16/2024,1AM,3,39:37.3,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
863,952,dwu491do4vhf4jwg,08/15/2024,11PM,2,39:39.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
864,953,wd3rkk6y8fse121l,08/16/2024,12AM,2,40:18.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
865,954,x4ht20zepzb13b9j,08/15/2024,11PM,2,40:40.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
866,955,0w1o0b3ou28qnljf,08/15/2024,11PM,1,41:02.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
867,956,hhylo32hw0drs7nl,08/15/2024,11PM,1,41:09.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
868,957,1va8si2xhndcdizy,08/15/2024,11PM,2,41:35.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
869,958,8dlilrmvaxb2ansd,08/15/2024,11PM,1,42:12.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
870,959,st3xzy9zd60vxk4q,08/15/2024,11PM,1,42:21.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
871,960,ekm8r1tshqalgzyk,08/15/2024,11PM,2,42:58.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
